cleanup_priority,priority_reason,series,issue_number,comic,run_status,collection_status,current_story,suggested_metadata_arc,suggested_story_title,suggested_part_label,suggested_metadata_role,suggestion_source,decision_id,decision_status,suggested_next_action
High,Owned issue in configured run needs story metadata.,Warhammer Monthly,37,Warhammer Monthly #37,owned,Yes,,,,,,needs_research,META-WARHAMMER-MONTHLY-37,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
High,Owned issue in configured run needs story metadata.,Warhammer Monthly,38,Warhammer Monthly #38,owned,Yes,,,,,,needs_research,META-WARHAMMER-MONTHLY-38,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
High,Owned issue in configured run needs story metadata.,Warhammer Monthly,39,Warhammer Monthly #39,owned,Yes,,,,,,needs_research,META-WARHAMMER-MONTHLY-39,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
High,Owned issue in configured run needs story metadata.,Warhammer Monthly,4,Warhammer Monthly #04,owned,Yes,,,,,,needs_research,META-WARHAMMER-MONTHLY-4,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
High,Owned issue in configured run needs story metadata.,Warhammer Monthly,40,Warhammer Monthly #40,owned,Yes,,,,,,needs_research,META-WARHAMMER-MONTHLY-40,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
High,Owned issue in configured run needs story metadata.,Warhammer Monthly,41,Warhammer Monthly #41,owned,Yes,,,,,,needs_research,META-WARHAMMER-MONTHLY-41,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
High,Owned issue in configured run needs story metadata.,Warhammer Monthly,43,Warhammer Monthly #43,owned,Yes,,,,,,needs_research,META-WARHAMMER-MONTHLY-43,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
High,Owned issue in configured run needs story metadata.,Warhammer Monthly,44,Warhammer Monthly #44,owned,Yes,,,,,,needs_research,META-WARHAMMER-MONTHLY-44,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
High,Owned issue in configured run needs story metadata.,Warhammer Monthly,45,Warhammer Monthly #45,owned,Yes,,,,,,needs_research,META-WARHAMMER-MONTHLY-45,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
High,Owned issue in configured run needs story metadata.,Warhammer Monthly,46,Warhammer Monthly #46,owned,Yes,,,,,,needs_research,META-WARHAMMER-MONTHLY-46,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
High,Owned issue in configured run needs story metadata.,Warhammer Monthly,47,Warhammer Monthly #47,owned,Yes,,,,,,needs_research,META-WARHAMMER-MONTHLY-47,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
High,Owned issue in configured run needs story metadata.,Warhammer Monthly,48,Warhammer Monthly #48,owned,Yes,,,,,,needs_research,META-WARHAMMER-MONTHLY-48,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
High,Owned issue in configured run needs story metadata.,Warhammer Monthly,49,Warhammer Monthly #49,owned,Yes,,,,,,needs_research,META-WARHAMMER-MONTHLY-49,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
High,Owned issue in configured run needs story metadata.,Warhammer Monthly,5,Warhammer Monthly #05,owned,Yes,,,,,,needs_research,META-WARHAMMER-MONTHLY-5,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
High,Owned issue in configured run needs story metadata.,Warhammer Monthly,52,Warhammer Monthly #52,owned,Yes,,,,,,needs_research,META-WARHAMMER-MONTHLY-52,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
High,Owned issue in configured run needs story metadata.,Warhammer Monthly,6,Warhammer Monthly #06,owned,Yes,,,,,,needs_research,META-WARHAMMER-MONTHLY-6,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
High,Owned issue in configured run needs story metadata.,Warhammer Monthly,7,Warhammer Monthly #07,owned,Yes,,,,,,needs_research,META-WARHAMMER-MONTHLY-7,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
High,Owned issue in configured run needs story metadata.,Warhammer Monthly,8,Warhammer Monthly #08,owned,Yes,,,,,,needs_research,META-WARHAMMER-MONTHLY-8,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
High,Owned issue in configured run needs story metadata.,Warhammer Monthly,9,Warhammer Monthly #09,owned,Yes,,,,,,needs_research,META-WARHAMMER-MONTHLY-9,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Medium,Owned item has story TBC outside configured metadata queue.,Adventure Comics,260,Adventure Comics #260,,Yes,TBC,,,,,needs_research,META-ADVENTURE-COMICS-260,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,All Star Comics,3,All Star Comics #03,,Yes,TBC,,,,,needs_research,META-ALL-STAR-COMICS-3,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,All-American Comics,16,All-American Comics #16,,Yes,TBC,,,,,needs_research,META-ALL-AMERICAN-COMICS-16,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Azrael,6,Azrael #06,,Yes,TBC,,,,,needs_research,META-AZRAEL-6,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Azrael,7,Azrael #07,,Yes,TBC,,,,,needs_research,META-AZRAEL-7,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Azrael Annual,2,Azrael - Annual #02 (1996),,Yes,TBC,,,,,needs_research,META-AZRAEL-ANNUAL-2,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman,302,Batman #302,,Yes,TBC,,,,,needs_research,META-BATMAN-302,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman,309,Batman #309,,Yes,TBC,,,,,needs_research,META-BATMAN-309,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman,312,Batman #312,,Yes,TBC,,,,,needs_research,META-BATMAN-312,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman,315,Batman #315,,Yes,TBC,,,,,needs_research,META-BATMAN-315,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman,340,Batman #340,,Yes,TBC,,,,,needs_research,META-BATMAN-340,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman,352,Batman #352,,Yes,TBC,,,,,needs_research,META-BATMAN-352,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman,355,Batman #355,,Yes,TBC,,,,,needs_research,META-BATMAN-355,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman,388,Batman #388,,Yes,TBC,,,,,needs_research,META-BATMAN-388,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman and The Outsiders,1,Batman and The Outsiders #01,,Yes,TBC,,,,,needs_research,META-BATMAN-AND-THE-OUTSIDERS-1,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman and The Outsiders,10,Batman and The Outsiders #10,,Yes,TBC,,,,,needs_research,META-BATMAN-AND-THE-OUTSIDERS-10,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman and The Outsiders,11,Batman and The Outsiders #11,,Yes,TBC,,,,,needs_research,META-BATMAN-AND-THE-OUTSIDERS-11,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman and The Outsiders,12,Batman and The Outsiders #12,,Yes,TBC,,,,,needs_research,META-BATMAN-AND-THE-OUTSIDERS-12,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman and The Outsiders,13,Batman and The Outsiders #13,,Yes,TBC,,,,,needs_research,META-BATMAN-AND-THE-OUTSIDERS-13,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman and The Outsiders,14,Batman and The Outsiders #14,,Yes,TBC,,,,,needs_research,META-BATMAN-AND-THE-OUTSIDERS-14,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman and The Outsiders,15,Batman and The Outsiders #15,,Yes,TBC,,,,,needs_research,META-BATMAN-AND-THE-OUTSIDERS-15,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman and The Outsiders,16,Batman and The Outsiders #16,,Yes,TBC,,,,,needs_research,META-BATMAN-AND-THE-OUTSIDERS-16,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman and The Outsiders,2,Batman and The Outsiders #02,,Yes,TBC,,,,,needs_research,META-BATMAN-AND-THE-OUTSIDERS-2,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman and The Outsiders,29,Batman and The Outsiders #29,,Yes,TBC,,,,,needs_research,META-BATMAN-AND-THE-OUTSIDERS-29,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman and The Outsiders,3,Batman and The Outsiders #03,,Yes,TBC,,,,,needs_research,META-BATMAN-AND-THE-OUTSIDERS-3,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman and The Outsiders,32,Batman and The Outsiders #32,,Yes,TBC,,,,,needs_research,META-BATMAN-AND-THE-OUTSIDERS-32,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman and The Outsiders,4,Batman and The Outsiders #04,,Yes,TBC,,,,,needs_research,META-BATMAN-AND-THE-OUTSIDERS-4,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman and The Outsiders,5,Batman and The Outsiders #05,,Yes,TBC,,,,,needs_research,META-BATMAN-AND-THE-OUTSIDERS-5,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman and The Outsiders,6,Batman and The Outsiders #06,,Yes,TBC,,,,,needs_research,META-BATMAN-AND-THE-OUTSIDERS-6,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman and The Outsiders,7,Batman and The Outsiders #07,,Yes,TBC,,,,,needs_research,META-BATMAN-AND-THE-OUTSIDERS-7,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman and The Outsiders,8,Batman and The Outsiders #08,,Yes,TBC,,,,,needs_research,META-BATMAN-AND-THE-OUTSIDERS-8,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman and The Outsiders,9,Batman and The Outsiders #09,,Yes,TBC,,,,,needs_research,META-BATMAN-AND-THE-OUTSIDERS-9,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman Annual,17,Batman Annual #17 (1993),,Yes,TBC,,,,,needs_research,META-BATMAN-ANNUAL-17,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman Annual,18,Batman Annual #18 (1994),,Yes,TBC,,,,,needs_research,META-BATMAN-ANNUAL-18,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman Arkham Asylum Tales of Madness,1,Batman Arkham Asylum Tales of Madness #1,,Yes,TBC,,,,,needs_research,META-BATMAN-ARKHAM-ASYLUM-TALES-OF-MADNESS-1,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman Beyond,1,Batman Beyond #01,,Yes,TBC,,,,,needs_research,META-BATMAN-BEYOND-1,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman Gallery,1,Batman Gallery #1,,Yes,TBC,,,,,needs_research,META-BATMAN-GALLERY-1,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman Legends,35,Batman Legends #35,,Yes,TBC,,,,,needs_research,META-BATMAN-LEGENDS-35,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman Legends,46,Batman Legends #46,,Yes,TBC,,,,,needs_research,META-BATMAN-LEGENDS-46,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman: Legends of the Dark Knight Annual,1,Batman: Legends of the Dark Knight Annual #01 (1991),,Yes,TBC,,,,,needs_research,META-BATMAN-LEGENDS-OF-THE-DARK-KNIGHT-ANNUAL-1,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman: Legends of the Dark Knight Annual,2,Batman: Legends of the Dark Knight Annual #02 (1992),,Yes,TBC,,,,,needs_research,META-BATMAN-LEGENDS-OF-THE-DARK-KNIGHT-ANNUAL-2,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman: Legends of the Dark Knight Annual,3,Batman: Legends of the Dark Knight Annual #03 (1993),,Yes,TBC,,,,,needs_research,META-BATMAN-LEGENDS-OF-THE-DARK-KNIGHT-ANNUAL-3,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman: Legends of the Dark Knight Annual,6,Batman: Legends of the Dark Knight Annual #06 (1996),,Yes,TBC,,,,,needs_research,META-BATMAN-LEGENDS-OF-THE-DARK-KNIGHT-ANNUAL-6,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Batman: Shadow of the Bat,36,Batman: Shadow of the Bat #36,,Yes,TBC,,,,,needs_research,META-BATMAN-SHADOW-OF-THE-BAT-36,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),10,Catwoman (Vol.2) #10,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-10,decision_recorded,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),11,Catwoman (Vol.2) #11,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-11,decision_recorded,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),15,Catwoman (Vol.2) #15,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-15,decision_recorded,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),16,Catwoman (Vol.2) #16,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-16,decision_recorded,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),17,Catwoman (Vol.2) #17,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-17,decision_recorded,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),18,Catwoman (Vol.2) #18,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-18,decision_recorded,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),19,Catwoman (Vol.2) #19,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-19,decision_recorded,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),20,Catwoman (Vol.2) #20,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-20,decision_recorded,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),21,Catwoman (Vol.2) #21,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-21,decision_recorded,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),22,Catwoman (Vol.2) #22,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-22,decision_recorded,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),23,Catwoman (Vol.2) #23,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-23,decision_recorded,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),24,Catwoman (Vol.2) #24,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-24,decision_recorded,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),25,Catwoman (Vol.2) #25,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-25,decision_recorded,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),26,Catwoman (Vol.2) #26,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-26,decision_recorded,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),27,Catwoman (Vol.2) #27,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-27,decision_recorded,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),28,Catwoman (Vol.2) #28,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-28,decision_recorded,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),29,Catwoman (Vol.2) #29,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-29,decision_recorded,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),30,Catwoman (Vol.2) #30,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-30,decision_recorded,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),37,Catwoman (Vol.2) #37,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-37,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),38,Catwoman (Vol.2) #38,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-38,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),40,Catwoman (Vol.2) #40,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-40,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),41,Catwoman (Vol.2) #41,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-41,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),42,Catwoman (Vol.2) #42,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-42,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),43,Catwoman (Vol.2) #43,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-43,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),44,Catwoman (Vol.2) #44,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-44,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),45,Catwoman (Vol.2) #45,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-45,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),46,Catwoman (Vol.2) #46,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-46,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),47,Catwoman (Vol.2) #47,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-47,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),48,Catwoman (Vol.2) #48,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-48,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),49,Catwoman (Vol.2) #49,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-49,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),50,Catwoman (Vol.2) #50,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-50,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),51,Catwoman (Vol.2) #51,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-51,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),52,Catwoman (Vol.2) #52,,No,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-52,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),53,Catwoman (Vol.2) #53,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-53,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),54,Catwoman (Vol.2) #54,,No,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-54,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),55,Catwoman (Vol.2) #55,,No,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-55,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),56,Catwoman (Vol.2) #56,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-56,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),57,Catwoman (Vol.2) #57,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-57,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),58,Catwoman (Vol.2) #58,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-58,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),59,Catwoman (Vol.2) #59,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-59,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),60,Catwoman (Vol.2) #60,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-60,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),61,Catwoman (Vol.2) #61,,No,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-61,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),62,Catwoman (Vol.2) #62,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-62,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),63,Catwoman (Vol.2) #63,,No,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-63,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),64,Catwoman (Vol.2) #64,,No,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-64,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),65,Catwoman (Vol.2) #65,,No,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-65,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),66,Catwoman (Vol.2) #66,,No,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-66,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),67,Catwoman (Vol.2) #67,,No,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-67,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),68,Catwoman (Vol.2) #68,,No,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-68,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),69,Catwoman (Vol.2) #69,,No,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-69,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),70,Catwoman (Vol.2) #70,,No,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-70,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),71,Catwoman (Vol.2) #71,,Yes,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-71,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),72,Catwoman (Vol.2) #72,,No,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-72,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),73,Catwoman (Vol.2) #73,,No,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-73,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),74,Catwoman (Vol.2) #74,,No,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-74,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),75,Catwoman (Vol.2) #75,,No,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-75,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),76,Catwoman (Vol.2) #76,,No,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-76,needs_decision,Research story placement and add confirmed metadata.
Medium,Owned item has story TBC outside configured metadata queue.,Catwoman (Vol.2),77,Catwoman (Vol.2) #77,,No,TBC,,,,,needs_research,META-CATWOMAN-VOL-2-77,needs_decision,Research story placement and add confirmed metadata.
